# Place of Articulation Contrasts (PD1)
Bat,Mat,PD1
Bad,Mad,PD1
Ball,Mall,PD1
Pet,Met,PD1
Pen,Men,PD1
Big,Mig,PD1
Cat,Hat,PD1
Cap,Gap,PD1
Cave,Gave,PD1
Tea,Sea,PD1
Tin,Sin,PD1
Tan,San,PD1
Name,Dame,PD1
Neck,Deck,PD1
Net,Bet,PD1
Pail,Tail,PD1
Pack,Tack,PD1
Pill,Till,PD1
Kite,Tight,PD1
Kim,Tim,PD1
Kit,Sit,PD1
Fan,Van,PD1
Fill,Ville,PD1
Coat,Goat,PD1
Comb,Dome,PD1
Bowl,Goal,PD1
Chip,Ship,PD1
Chin,Shin,PD1
Chain,Shane,PD1
Jeer,Cheer,PD1

# Manner of Articulation Contrasts (PD2)
Mat,Pat,PD2
Ban,Pan,PD2
Dime,Time,PD2
Den,Ten,PD2
Gate,Date,PD2
Gap,Cap,PD2
Vine,Fine,PD2
Vase,Face,PD2
Sink,Think,PD2
Seem,Theme,PD2
Zip,Sip,PD2
Zoo,Sue,PD2
Rice,Lice,PD2
Rake,Lake,PD2
Red,Led,PD2
Wing,Ring,PD2
Wet,Yet,PD2
Wake,Lake,PD2
Jail,Tail,PD2
Judge,Touch,PD2
Chain,Train,PD2
Cheek,Teach,PD2
Mop,Bop,PD2
Mine,Nine,PD2
Moon,Noon,PD2

# Voicing Contrasts (PD1)
Pig,Big,PD1
Pen,Ben,PD1
Pick,Bick,PD1
Town,Down,PD1
Tip,Dip,PD1
Tear,Dear,PD1
Kill,Gill,PD1
Came,Game,PD1
Coat,Goat,PD1
Sue,Zoo,PD1
Sip,Zip,PD1
Safe,Save,PD1
Fan,Van,PD1
Feet,Veal,PD1
Thigh,Thy,PD1

# Complex Phonetic Contrasts (PD2)
Sheep,Cheap,PD2
Share,Chair,PD2
Wish,Which,PD2
Yes,Chess,PD2
Jeep,Deep,PD2
Cherry,Sherry,PD2
Chose,Rose,PD2
Thin,Fin,PD2
Think,Sink,PD2
Path,Pass,PD2
Breathe,Breeze,PD2
Moth,Moss,PD2
Ring,Wing,PD2
Rink,Wink,PD2
Run,One,PD2
Long,Wrong,PD2
Lamp,Ramp,PD2
Light,Right,PD2

# Additional Minimal Pairs
Couch,Pouch,PD1
Bowl,Pole,PD1
Blue,Glue,PD1
Chips,Ships,PD1
Mom,Bomb,PD1
Big,Dig,PD1
Home,Dome,PD1
Walk,Talk,PD1
Fish,Dish,PD1
Bear,Pear,PD1
Black,Plack,PD1
Up,Cup,PD1
Shoe,True,PD1
Kite,Bite,PD1
Lip,Rip,PD2
Lit,Wit,PD2
Lock,Rock,PD2
Lace,Race,PD2
Yellow,Jello,PD2
Yes,Less,PD2
